cinema (ID),cinema (source),cinema (transliteration),"city, country",year,address,"lat,long",run,seats,affiliation,comments,sources,reconstruction,Coef
MOS218,Призыв,Prizyv,"Moscow, SU",1950,Kievskiĭ district,"55.717432889661616, 37.4076118136208",1,386,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,1
MOS219,Родина,Rodina,"Moscow, SU",1950,Kuĭbyshevskiĭ district,"55.781570, 37.717869",1,1318,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,1
MOS220,Салют,Saliut,"Moscow, SU",1950,Oktiabr'skiĭ district,"55.792065, 37.575222",1,641,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,1
MOS221,Смена,Smena,"Moscow, SU",1950,Sovetskiĭ district,"55.771020990551925, 37.582989154099984",2,430,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,"0,88"
MOS222,Спартак,Spartak,"Moscow, SU",1950,Kuĭbyshevskiĭ district,"55.76354670647905, 37.6548476160702",2,375,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,"0,88"
MOS223,Стереокино,Stereokino,"Moscow, SU",1950,Sverdlovskiĭ district,"55.76037895000343, 37.61916289759364",,166,Moscow City Executive Committee's Department of Cinefication,stereo cinema,All the data is based on the 1949 record.,1,2
MOS224,Таганский,Taganskiĭ,"Moscow, SU",1950,Proletarskiĭ district,"55.74038353434052, 37.654197842457705",1,879,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,1
MOS225,Театр киноактера,Teatr kinoaktera,"Moscow, SU",1950,"Ul. Vorovskogo, 31","55.756832, 37.586203",1,924,Ministry of Cinematography,,All the data is based on the 1949 record.,1,1
MOS226,Уран,Uran,"Moscow, SU",1950,Dzerzhinskiĭ district,"55.77040452282041, 37.63155372711536",1,988,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,1
MOS227,Форум,Forum,"Moscow, SU",1950,Dzerzhinskiĭ district,"55.773058432602916, 37.62740330442969",1,1285,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,1
MOS228,Хроника,Khronika,"Moscow, SU",1950,"Sretenka, 4","55.767124, 37.631820",,296,Moscow City Executive Committee's Department of Cinefication,newsreel,All the data is based on the 1951 record.,1,"0,5"
MOS229,Художественный,Khudozhestvennyĭ,"Moscow, SU",1950,Kievskiĭ district,"55.752369, 37.602139",1,1018,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,1
MOS230,Центральный,Tsentral'nyĭ,"Moscow, SU",1950,Sverdlovskiĭ district,"55.76592426048217, 37.60529052843362",1,858,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,1
MOS231,ЦПКиО им. Горького,TSPKiO im. Gor'kogo,"Moscow, SU",1950,Leninskiĭ district,"55.73154109054722, 37.60327706944183",1,810,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",All the data is based on the 1949 record.,1,1
MOS232,Шторм,Shtorm,"Moscow, SU",1950,Zheleznodorozhnyĭ district,"55.78235111103543, 37.67006121362364",1,698,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,1
MOS233,Экран жизни,Ėkran zhizni,"Moscow, SU",1950,Kominternovskiĭ district,"55.77342398078649, 37.611662769437814",1,569,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,1
MOS234,Экспресс,Ėkspress,"Moscow, SU",1950,Kominternovskiĭ district,"55.77321250837942, 37.620671571295084",2,255,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,"0,88"
MOS235,Эрмитаж,Ėrmitazh,"Moscow, SU",1950,Sverdlovskiĭ district,"55.77035848488775, 37.60921074307702",1,694,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,1
MOS236,Юный зритель,IUnyĭ zritel',"Moscow, SU",1950,Kievskiĭ district,"55.74853398105157, 37.588827397745554",2,361,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1949 record.,1,"0,88"
MOS237,Колизей,Kolizeĭ,"Moscow, SU",1951,"Chistye prudy, 19а","55.761781, 37.645941",1,904,The Main Department of Cinefication (Soviet Union level),,All the data is based on the 1953 record.,1,1
MOS238,Метрополь,Metropol',"Moscow, SU",1951,"Pl. Sverdlova, 2/4","55.758448, 37.621669",1,757,The Main Department of Cinefication (Soviet Union level),,All the data is based on the 1953 record.,1,1
MOS239,Ударник,Udarnik,"Moscow, SU",1951,"Ul. Serafimovicha, 2","55.744450, 37.613072",1,1587,The Main Department of Cinefication (Soviet Union level),,All the data is based on the 1949 record.,1,1
MOS240,Авангард,Avangard,"Moscow, SU",1951,B. Iakimanka,"55.731779, 37.611473",1,515,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 recprd. The data on cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,1
MOS241,Аврора,Avrora,"Moscow, SU",1951,"Ul. Chernyshevskogo, 16","55.759157, 37.645708",3,338,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,62"
MOS242,Аквариум,Akvarium,"Moscow, SU",1951,"B. Sadovaia, 14","55.76749154922368, 37.59480267864476",2,732,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,88"
MOS243,Арс,Ars,"Moscow, SU",1951,"Arbat, 51","55.74806146601852, 37.58749976700312",2,271,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,88"
MOS244,Баррикады,Barrikady,"Moscow, SU",1951,"Barrikadnaia, 21","55.76064794396243, 37.579330860186516",2,455,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,88"
MOS245,Динамо,Dinamo,"Moscow, SU",1951,Petrovskiĭ park,"55.79618060753062, 37.555168887144774",1,560,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,1
MOS246,Диск,Disk,"Moscow, SU",1951,Mariinskaia ul. 23,"55.809621, 37.634416",3,216,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,62"
MOS247,Ждановский ПКиО,Zhdanovskiĭ PKiO,"Moscow, SU",1951,"Taganskaia ul., 40/42","55.739207, 37.667761",2,596,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,88"
MOS248,Заря,Zaria,"Moscow, SU",1951,Piatnitskaia ul.,"55.745524, 37.626412",3,262,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,62"
MOS249,им. Моссовета,im. Mossoveta,"Moscow, SU",1951,"Luzhnikovskaia, 27","55.716276142721824, 37.5739001982771",1,705,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1953 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,1
MOS250,им. III Интернационала,im. III Internatsionala,"Moscow, SU",1951,"Spartakovskaia, 21","55.77323586956071, 37.67796359405088",2,455,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,88"
MOS251,Искра,Iskra,"Moscow, SU",1951,"Dmitrovskoe shosse, 3а","55.81168032493068, 37.57701676520979",3,210,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,62"
MOS252,Кадр,Kadr,"Moscow, SU",1951,"Pliushchikha, 11","55.744520, 37.579277",3,325,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,62"
MOS253,Кинозал короткометражного фильма,Kinozal korotkometrazhnogo fil'ma,"Moscow, SU",1951,"Okhotnyĭ riad, 6","55.757521, 37.616369",,151,Moscow City Executive Committee's Department of Cinefication,newsreel,TCGAM. F. R-265. Op. 1. D. 23. L. 65.,0,"0,5"
MOS254,Кинотеатр повторного фильма,Kinoteatr povtornogo fil'ma,"Moscow, SU",1951,"Ul. Gertsena, 23","55.757288, 37.599238",2,480,Moscow City Executive Committee's Department of Cinefication,"specialized, re-run cinema",The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,88"
MOS255,Красная Пресня,Krasnaia Presnia,"Moscow, SU",1951,"Mantulinnskaia, 5","55.75519658574544, 37.557861177072844",3,185,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,62"
MOS256,Луч,Luch,"Moscow, SU",1951,Sokol'nicheskiĭ district,"55.791681890731304, 37.68025349659428",2,419,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,88"
MOS257,Маяк,Maiak,"Moscow, SU",1951,Sokol'nicheskiĭ district,"55.72449012452377, 37.664848882933924",3,306,Moscow City Executive Committee's Department of Cinefication,2 venues,The data on the cinema's run is based on 1953 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,62"
MOS258,Мир,Mir,"Moscow, SU",1951,"Sushchevskiĭ val, 15","55.79283816599655, 37.59796976091867",2,362,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,88"
MOS259,Молот,Molot,"Moscow, SU",1951,"Rusakovskaia, 23","55.785928, 37.675828",2,444,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,88"
MOS260,Москва,Moskva,"Moscow, SU",1951,"Pl. Maiakovskogo, 1","55.769671725991564, 37.59471331716628",1,800,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1953 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,1
MOS261,Наука и знание,Nauka i znanie,"Moscow, SU",1951,"Arbat, 2","55.752414, 37.599597",2,323,Moscow City Executive Committee's Department of Cinefication,scientific films,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 65.,1,"0,88"
MOS262,Новости дня,Novosti dnia,"Moscow, SU",1951,"Tverskoĭ bul'var, 23","55.762386822142076, 37.602169862309225",,272,Moscow City Executive Committee's Department of Cinefication,newsreel,TCGAM. F. R-265. Op. 1. D. 23. L. 65.,0,"0,5"
MOS263,Октябрь,Oktiabr',"Moscow, SU",1951,"Sheremet'evskaia, 19","55.79929647698802, 37.61501275297922",2,436,Moscow City Executive Committee's Department of Cinefication,for children,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,88"
MOS264,Орион,Orion,"Moscow, SU",1951,Preobrazhenskaia pl. 7,"55.795618, 37.708499",1,701,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,1
MOS265,Открытый кинотеатр (Усачёвский сквер),Otkrytyĭ kinoteatr (Usachëvskiī skver),"Moscow, SU",1951,Usachevskiĭ skver,"55.724584197535705, 37.56102498972425",3,670,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,62"
MOS266,Открытый кинотеатр в парке им. Воровского,Otkrytyĭ kinoteatr v parke im. Vorovskogo,"Moscow, SU",1951,Leningradskoe shosse 244,"55.81946149407082, 37.50539195493388",3,588,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,62"
MOS267,Перекоп,Perekop,"Moscow, SU",1951,Grokhol'skiĭ per. 22,"55.777151, 37.638043",1,584,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,1
MOS268,ПКиО Сокольники,PKiO Sokol'niki,"Moscow, SU",1951,Sokol'nicheskiĭ district,"55.792565, 37.677725",1,700,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 65.,1,1
MOS269,Призыв,Prizyv,"Moscow, SU",1951,"Mozhaĭskoe shosse, 47/51","55.717432889661616, 37.4076118136208",1,386,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,1
MOS270,Родина,Rodina,"Moscow, SU",1951,Semenovskaia pl.,"55.781570, 37.717869",1,1318,Moscow City Executive Committee's Department of Cinefication,2 venues,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,1
MOS271,Сад им. Баумана,Sad im. Baumana,"Moscow, SU",1951,"Ul. Karla Marksa or Novo-Basmannaia, 18","55.766581, 37.659918",2,654,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,88"
MOS272,Сад Эрмитаж,Sad Ėrmitazh,"Moscow, SU",1951,"Karetnyĭ riad, 3","55.77080510877408, 37.60954337553044",1,428,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,1
MOS273,Салют,Saliut,"Moscow, SU",1951,"Nizh. Maslovka,1/2","55.792065, 37.575222",1,655,Moscow City Executive Committee's Department of Cinefication,2 venues,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,1
MOS274,Смена,Smena,"Moscow, SU",1951,"B. Gruzinskaia, 51","55.771020990551925, 37.582989154099984",2,430,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,88"
MOS275,Спартак,Spartak,"Moscow, SU",1951,"Ul. Chernyshevskogo, 55","55.76354670647905, 37.6548476160702",2,376,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,88"
MOS276,Стереокино,Stereokino,"Moscow, SU",1951,"Pl. Sverdlova, 1/8","55.76037895000343, 37.61916289759364",,166,Moscow City Executive Committee's Department of Cinefication,stereo cinema,TCGAM. F. R-265. Op. 1. D. 23. L. 65.,0,2
MOS277,Таганский,Taganskiĭ,"Moscow, SU",1951,Taganskaia pl. 12,"55.74038353434052, 37.654197842457705",1,879,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,1
MOS278,Театр киноактера,Teatr kinoaktera,"Moscow, SU",1951,"Ul. Vorovskogo, 31","55.756832, 37.586203",1,924,Ministry of Cinematography,,All the data is based on the 1949 record.,1,1
MOS279,Уран,Uran,"Moscow, SU",1951,"Sretenka, 19","55.77040452282041, 37.63155372711536",1,984,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,1
MOS280,Форум,Forum,"Moscow, SU",1951,"Sadovo-Sukharevskaia, 14","55.773058432602916, 37.62740330442969",1,1285,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,1
MOS281,Хроника,Khronika,"Moscow, SU",1951,"Sretenka, 4","55.767124, 37.631820",,296,Moscow City Executive Committee's Department of Cinefication,newsreel,TCGAM. F. R-265. Op. 1. D. 23. L. 65.,0,"0,5"
MOS282,Художественный,Khudozhestvennyĭ,"Moscow, SU",1951,Arbatskaia pl. 14,"55.752369, 37.602139",1,1020,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,1
MOS283,Центральный,Tsentral'nyĭ,"Moscow, SU",1951,"Ul. Gor'kogo, 18-а","55.76592426048217, 37.60529052843362",1,855,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,1
MOS284,ЦПКиО им. Горького,TSPKiO im. Gor'kogo,"Moscow, SU",1951,"Krymskiĭ val, 9","55.73154109054722, 37.60327706944183",1,757,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,1
MOS285,Шторм,Shtorm,"Moscow, SU",1951,"Rusakovskaia, 1","55.78235111103543, 37.67006121362364",1,678,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,1
MOS286,Экран жизни,Ėkran zhizni,"Moscow, SU",1951,"Sadovo-Karetnaia, 45","55.77342398078649, 37.611662769437814",1,569,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,1
MOS287,Экспресс,Ėkspress,"Moscow, SU",1951,"TSvetnoĭ bul'var, 25","55.77321250837942, 37.620671571295084",2,262,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,88"
MOS288,Эрмитаж,Ėrmitazh,"Moscow, SU",1951,"Karetnyĭ riad, 3","55.77035848488775, 37.60921074307702",1,704,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,1
MOS289,Юный зритель,IUnyĭ zritel',"Moscow, SU",1951,"Arbat, 39","55.74853398105157, 37.588827397745554",2,361,Moscow City Executive Committee's Department of Cinefication,,The data on the cinema's run is based on the 1949 record. The data on the cinema's address and capacity is based on TCGAM. F. R-265. Op. 1. D. 23. L. 64.,1,"0,88"
MOS290,Авангард,Avangard,"Moscow, SU",1952,B. Iakimanka,"55.731779, 37.611473",2,515,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,"0,88"
MOS291,Аврора,Avrora,"Moscow, SU",1952,"Ul. Chernyshevskogo, 16","55.759157, 37.645708",3,314,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,"0,62"
MOS292,Арс,Ars,"Moscow, SU",1952,"Arbat, 51","55.74806146601852, 37.58749976700312",2,271,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,"0,88"
MOS293,Аквариум,Akvarium,"Moscow, SU",1952,"B. Sadovaia, 14","55.76749154922368, 37.59480267864476",2,732,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",All the data is based on the 1953 record.,1,"0,88"
MOS294,Баррикады,Barrikady,"Moscow, SU",1952,"Barrikadnaia, 21","55.76064794396243, 37.579330860186516",2,455,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,"0,88"
MOS295,Динамо,Dinamo,"Moscow, SU",1952,Petrovskiĭ park,"55.79618060753062, 37.555168887144774",1,560,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1951 record.,1,1
MOS296,Диск,Disk,"Moscow, SU",1952,Mariinskaia ul. 23,"55.809621, 37.634416",3,207,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,"0,62"
MOS297,Ждановский ПКиО,Zhdanovskiĭ PKiO,"Moscow, SU",1952,"Taganskaia ul., 40/42","55.739207, 37.667761",2,584,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,"0,88"
MOS298,Заря,Zaria,"Moscow, SU",1952,Piatnitskaia ul.,"55.745524, 37.626412",3,242,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,"0,62"
MOS299,им. Моссовета,im. Mossoveta,"Moscow, SU",1952,"Luzhnikovskaia, 27","55.716276142721824, 37.5739001982771",1,705,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,1
MOS300,им. III Интернационала,im. III Internatsionala,"Moscow, SU",1952,"Spartakovskaia, 21","55.77323586956071, 37.67796359405088",2,455,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,"0,88"
MOS301,Искра,Iskra,"Moscow, SU",1952,"Dmitrovskoe shosse, 3а","55.81168032493068, 37.57701676520979",3,210,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,"0,62"
MOS302,Кадр,Kadr,"Moscow, SU",1952,"Pliushchikha, 11","55.744520, 37.579277",3,325,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,"0,62"
MOS303,Кинозал короткометражного фильма,Kinozal korotkometrazhnogo fil'ma,"Moscow, SU",1952,"Okhotnyĭ riad, 6","55.757521, 37.616369",,151,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,"0,5"
MOS304,Кинотеатр повторного фильма,Kinoteatr povtornogo fil'ma,"Moscow, SU",1952,"Ul. Gertsena, 23","55.757288, 37.599238",2,440,Moscow City Executive Committee's Department of Cinefication,"specialized, re-run cinema",All the data is based on the 1953 record.,1,"0,88"
MOS305,Колизей,Kolizeĭ,"Moscow, SU",1952,"Chistye prudy, 19а","55.761781, 37.645941",1,904,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,1
MOS306,Луч,Luch,"Moscow, SU",1952,Sokol'nicheskiĭ district,"55.791681890731304, 37.68025349659428",2,375,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,"0,88"
MOS307,Маяк,Maiak,"Moscow, SU",1952,Dubrovskiĭ pr. 4,"55.72449012452377, 37.664848882933924",3,306,Moscow City Executive Committee's Department of Cinefication,2 venues,All the data is based on the 1953 record.,1,"0,62"
MOS308,Метрополь,Metropol',"Moscow, SU",1952,"Pl. Sverdlova, 2/4","55.758448, 37.621669",1,757,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,1
MOS309,Мир,Mir,"Moscow, SU",1952,"Sushchevskiĭ val, 15","55.79283816599655, 37.59796976091867",2,362,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,"0,88"
MOS310,Молот,Molot,"Moscow, SU",1952,"Rusakovskaia, 23","55.785928, 37.675828",2,442,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,"0,88"
MOS311,Москва,Moskva,"Moscow, SU",1952,"Pl. Maiakovskogo, 1","55.769671725991564, 37.59471331716628",1,791,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,1
MOS312,Наука и знание,Nauka i znanie,"Moscow, SU",1952,"Arbat, 2","55.752414, 37.599597",2,323,Moscow City Executive Committee's Department of Cinefication,scientific films,All the data is based on the 1953 record.,1,"0,88"
MOS313,Новости дня,Novosti dnia,"Moscow, SU",1952,"Tverskoĭ bul'var, 23","55.762386822142076, 37.602169862309225",,272,Moscow City Executive Committee's Department of Cinefication,newsreel,All the data is based on the 1953 record.,1,"0,5"
MOS314,Октябрь,Oktiabr',"Moscow, SU",1952,"Sheremet'evskaia, 19","55.79929647698802, 37.61501275297922",2,436,Moscow City Executive Committee's Department of Cinefication,for children,All the data is based on the 1953 record.,1,"0,88"
MOS315,Орион,Orion,"Moscow, SU",1952,Preobrazhenskaia pl. 7,"55.795618, 37.708499",1,701,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,1
MOS316,Перекоп,Perekop,"Moscow, SU",1952,Grokhol'skiĭ per. 22,"55.777151, 37.638043",1,590,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,1
MOS317,ПКиО Сокольники,PKiO Sokol'niki,"Moscow, SU",1952,Sokol'nicheskiĭ district,"55.792565, 37.677725",1,700,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",All the data is based on the 1953 record.,1,1
MOS318,Призыв,Prizyv,"Moscow, SU",1952,"Mozhaĭskoe shosse, 47/51","55.717432889661616, 37.4076118136208",1,386,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,1
MOS319,Родина,Rodina,"Moscow, SU",1952,Semenovskaia pl.,"55.781570, 37.717869",1,1313,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,1
MOS320,Сад им. Баумана,Sad im. Baumana,"Moscow, SU",1952,"Ul. Karla Marksa or Novo-Basmannaia, 18","55.766581, 37.659918",1,708,Moscow City Executive Committee's Department of Cinefication,"seasonal cinema, open-air",All the data is based on the 1953 record.,1,1
MOS321,Салют,Saliut,"Moscow, SU",1952,"Nizh. Maslovka,1/2","55.792065, 37.575222",1,642,Moscow City Executive Committee's Department of Cinefication,2 venues,All the data is based on the 1953 record.,1,1
MOS322,Смена,Smena,"Moscow, SU",1952,"B. Gruzinskaia, 51","55.771020990551925, 37.582989154099984",2,430,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,"0,88"
MOS323,Спартак,Spartak,"Moscow, SU",1952,"Ul. Chernyshevskogo, 55","55.76354670647905, 37.6548476160702",3,344,Moscow City Executive Committee's Department of Cinefication,,All the data is based on the 1953 record.,1,"0,62"
MOS324,Стереокино,Stereokino,"Moscow, SU",1952,"Pl. Sverdlova, 1/8","55.76037895000343, 37.61916289759364",,178,Moscow City Executive Committee's Department of Cinefication,stereo cinema,All the data is based on the 1953 record.,1,2
