film_id,title (original),Year of Production,Duration (min),IMDB id
flm0001189,Новости дня № 40 1951 г.,,,
flm0001190,Pueblerina,1949,105,tt0040715
flm0001191,Новости дня № 41 1951 г.,,,
flm0001192,Новости сельского хозяйства № 7 1951 г.,,,
flm0001193,Советский спорт № 8 1951 г.,,,
flm0001194,Запорожец за Дунаем,1953,95,tt0046565
flm0001195,Trivia,1951,115,tt0283073
flm0001196,Крым,,,
flm0001197,Наука и техника № 9 1951 г.,,,
flm0001198,Новости дня № 42 1951 г.,,,
flm0001199,На арене цирка,1951,120,tt0239690
flm0001200,Новости дня № 43 1951 г.,,,
flm0001201,Skarb,1949,102,tt0041880
flm0001202,Наталка-Полтавка,1936,71,tt0028022
flm0001203,Новости дня № 44 1951 г.,,,
flm0001204,Bai mao nü,1951,111,tt0483468
flm0001205,Zhōngguó rénmín dà tuánjié,,,
flm0001206,Москва голосует за пакт мира,,,
flm0001207,По реке Янцзы,,,
flm0001208,Ханьчжоу - жемчужина Китая,,,
flm0001209,Новости дня № 45 1951 г.,,,
flm0001210,In nome della legge,1949,100,tt0041506
flm0001211,Старинный водевиль,1947,62,tt0039866
flm0001212,Наука и техника № 10 1951 г.,,,
flm0001213,Встреча велосипедистов СССР и Болгарии,,,
flm0001214,Новости дня № 46 1951 г.,,,
flm0001215,Пионерия № 9 1951 г.,,,
flm0001216,Becsület és dicsöség,1951,110,tt0043323
flm0001217,На стройках Москвы,,,
flm0001218,Свет в Коорди,1951,93,tt0447516
flm0001219,Первенство Советского Союза по конному спорту,,,
flm0001220,Новости дня № 48 1951 г.,,,
flm0001221,Советский спорт № 9 1951 г.,,,
flm0001222,Пионерия № 10 1951 г.,,,
flm0001223,Наука и техника № 11 1951 г.,,,
flm0001224,Новости дня № 49 1951 г.,,,
flm0001225,На первенство Союза по баскетболу,,,
flm0001226,Советские китобои,,,
flm0001227,Цветной киносборник № 33 1951 г.,,,
flm0001228,Molti sogni per le strade,1948,84,tt0040602
flm0001229,Новости дня № 51 1951 г.,,,
flm0001230,Большой концерт,1951,108,tt0043351
flm0001231,Новости дня № 52 1951 г.,,,
flm0001232,Советский Узбекистан,,,
flm0001233,Советский спорт № 10 1951 г.,,,
flm0001234,Новости дня № 53 1951 г.,,,
flm0001235,Der Tiger Akbar,1951,122,tt0143940
flm0001236,Мастера узбекского танца,,,
flm0001237,Новости дня № 54 1951 г.,,,
flm0001238,Цветной киносборник мультфильмов № 33 1951 г.,,,
flm0001239,Chinnamul,1951,117,tt0042329
flm0001240,Новости дня № 55 1951 г.,,,
flm0001241,34-й Октябрь,,,
flm0001242,Новости дня № 56 1951 г.,,,
flm0001243,So nyun bbal jjin san,1951,97,tt0149946
flm0001244,Наука и техника № 12 1951 г.,,,
flm0001245,На кубок СССР по футболу 1951 г.,,,
flm0001246,Тарас Шевченко,1951,118,tt0044107
flm0001247,Советский Таджикистан,,,
flm0001248,Новости дня № 57 1951 г.,,,
flm0001249,Советский спорт № 11 1951 г.,,,
flm0001250,Новости дня № 58 1951 г.,,,
flm0001251,Пионерия № 11 1951 г.,,,
flm0001252,...Sans laisser d'adresse,1951,90,tt0042923
flm0001253,Новости дня № 59 1951 г.,,,
flm0001254,Советская Молдавия,,,
flm0001255,Новости дня № 60 1952 г.,,,
flm0001256,Die letzte Heuer,1951,90,tt0235542
flm0001257,Дело мира победит,,,
flm0001258,Советский спорт № 12 1952 г.,,,
flm0001259,Пионерия № 12 1952 г.,,,
flm0001260,Zugverkehr unregelmäßig,1951,82,tt0235101
flm0001261,Вселенная,,,
flm0001262,Новости дня № 1 1952 г.,,,
flm0001263,Новости дня № 2 1952 г.,,,
flm0001264,Сельский врач,1952,113,tt0044018
flm0001265,Новости дня № 3 1952 г.,,,
flm0001266,В аллеях парка,1952,7,tt19890520
flm0001267,Viata învinge,1951,87,tt0141956
flm0001268,Цветной киносборник мультфильмов № 33 1952 г.,,,
flm0001269,Новости дня № 4 1952 г.,,,
flm0001270,Новости сельского хозяйства № 1 1952 г.,,,
flm0001271,Новости сельского хозяйства № 2 1952 г.,,,
flm0001272,Кировцы,,,
flm0001273,По Неману,,,
flm0001274,Stalowe serca,1948,69,tt0040833
flm0001275,The Mikado,1939,90,tt0031650
flm0001276,Сильва,1944,78,tt0037278
flm0001277,Новости дня № 5 1952 г.,,,
flm0001278,Новости сельского хозяйства № 11 1952 г.,,,
flm0001279,По берегам верхней Волги,1952,,tt0239814
flm0001280,Новости сельского хозяйска № 2 1952 г.,,,
flm0001281,Новости дня № 6 1952 г.,,,
flm0001282,Nèiméng rénmín de shènglì,1951,120,tt13726934
flm0001283,На озере Рица,,,
flm0001284,Tarzan the Ape Man,1932,100,tt0023551
flm0001285,Советский спорт № 1 1952 г.,,,
flm0001286,Пионерия № 1 1952 г.,,,
flm0001287,Новости дня № 7 1952 г.,,,
flm0001288,Gyarmat a föld alatt,1951,93,tt0043610
flm0001289,Советская Бурят-Монголия,,,
flm0001290,Советский спорт № 2 1952 г.,,,
flm0001291,Новости дня № 8 1952 г.,,,
flm0001292,Пржевальский,1952,115,tt0043939
flm0001293,Зимняя охота,,,
flm0001294,Наука и техника № 1 1952 г.,,,
flm0001295,О маленьких детях,,,
flm0001296,Новости дня № 9 1952 г.,,,
flm0001297,Соревнования сильнейших горнолыжников,,,
flm0001298,На высокогорном катке,,,
flm0001299,Монгольская народная республика,,,
flm0001300,Н. В. Гоголь,1950,,tt0172845
flm0001301,Ночь перед рождеством,1951,49,tt1550321
flm0001302,Сорочинская ярмарка,1939,87,tt0195292
flm0001303,Новости дня № 10 1952 г.,,,
flm0001304,Наука и техника № 2 1952 г.,,,
flm0001305,Мы за мир,1951,90,tt0044636
flm0001306,Tarzan Escapes,1936,89,tt0028345
flm0001307,Новости дня № 11 1952 г.,,,
flm0001308,Пионерия № 2 1952 г.,,,
flm0001309,Наука и техника № 3 1952 г.,,,
flm0001310,Новости дня № 12 1952 г.,,,
flm0001311,In sat la noi,1951,66,tt0044227
flm0001312,Déryné,1951,111,tt0043492
flm0001313,"Katharina, die Letzte",1936,89,tt0026560
flm0001314,На вахте мира,,,
flm0001315,Новости дня № 13 1952 г.,,,
flm0001316,Советская Грузия,,,
flm0001317,Новости дня № 14 1952 г.,,,
flm0001318,Пионерия № 3 1952 г.,,,
flm0001319,Der Untertan,1951,109,tt0044170
flm0001320,Малый театр и его мастера,,,
flm0001321,Новости дня № 15 1952 г.,,,
flm0001322,Советский спорт № 3 1952 г.,,,
flm0001323,Новости дня № 16 1952 г.,,,
flm0001324,150-летие со дня рождения Виктора Гюго,,,
flm0001325,Наука и техника № 4 1952 г.,,,
flm0001326,Canzoni per le strade,1950,88,tt0041226
flm0001327,Divá Bára,1949,79,tt0167898
flm0001328,Новости дня № 17 1952 г.,,,
flm0001329,Новости дня № 18 1952 г.,,,
flm0001330,Maytime,1937,132,tt0029222
flm0001331,Юные спортсмены,,,
flm0001332,Песня молодости,1951,,tt0237561
flm0001333,Зарубежные гости в СССР,,,
flm0001334,Спортивный праздник молодежи,1951,48,tt0445847
flm0001335,Незабываемый 1919 год,1951,107,tt0044964
flm0001336,Новости дня № 20 1952 г.,,,
flm0001337,Международное соревнование боксеров,,,
flm0001338,Tarzan Finds a Son!,1939,82,tt0032007
flm0001339,В лесах южной Киргизии,,,
flm0001340,Конники Кубани,,,
flm0001341,Нефтяники Каспия,,,
flm0001342,Новости дня № 21 1952 г.,,,
flm0001343,Новости дня № 22 1952 г.,,,
flm0001344,Новости дня № 23 1952 г.,,,
flm0001345,500-летие со дня рождения Леонардо да Винчи,,,
flm0001346,На всякого мудреца довольно простоты 1 серия,1952,170,tt0044949
flm0001347,На всякого мудреца довольно простоты 2 серия,1952,170,tt0044949
flm0001348,Tüzkeresztség,1952,99,tt0044160
flm0001349,Новости дня № 24 1952 г.,,,
flm0001350,Первые крылья,,,
flm0001351,Mlodosc Chopina,1952,98,tt0044911
flm0001352,За счастье детей,,,
flm0001353,Новости дня № 25 1952 г.,,,
flm0001354,Пионерия № 5 1952 г.,,,
flm0001355,"Детский киносборник № 34 ""Друзья товарищи"" 1952 г.",,,
flm0001356,Nyugati övezet,1927,,tt0017597
flm0001357,Новости дня № 26 1952 г.,,,
flm0001358,Библиотека имени В.И.Ленина,,,
flm0001359,Библиотека имени В.И. Ленина,,,
flm0001360,Советский спорт № 5 1952 г.,,,
flm0001361,Цветной киносборник № 34 1952 г.,,,
flm0001362,Москва - Симферополь,,,
flm0001363,Новости дня № 27 1952 г.,,,
flm0001364,Международное экономическое совещание,,,
flm0001365,Живой труп 1 серия,1952,,tt0045350
flm0001366,Живой труп 2 серия,1952,,tt0045350
flm0001367,Открытие футбольного сезона в Москве,,,
flm0001368,Новости дня № 28 1952 г.,,,
flm0001369,Колхоз Рассвет,1951,,tt0176894
flm0001370,Новости сельского хозяйства № 5 1952 г.,,,
flm0001371,От Арала до Каспия,,,
flm0001372,Советский спорт № 6 1952 г.,,,
flm0001373,Новости дня № 29 1952 г.,,,
flm0001374,По Индии,,,
flm0001375,Украденное счастье,1952,101,tt0045273
flm0001376,Первенство Европы по баскетболу,,,
flm0001377,Пионерия № 6 1952 г.,,,
flm0001378,Новости дня № 30 1952 г.,,,
flm0001379,Первое мая 1952 года,,,
flm0001380,Мордовская АССР,1951,,tt0171541
flm0001381,Civil a pályán,1952,102,tt0043415
flm0001382,Новости дня № 31 1952 г.,,,
flm0001383,Наука и техника № 7 1952 г.,,,
flm0001384,Пионерия № 7 1952 г.,,,
flm0001385,Богдан Хмельницкий (на укр. яз.),1941,114,tt0033422
flm0001386,Das verurteilte Dorf,1952,107,tt0045290
flm0001387,Новости дня № 32 1952 г.,,,
flm0001388,В керженских лесах,,,
flm0001389,Спорт на Украине,,,
flm0001390,Товарищеские встречи советских и болгарских футболистов,,,
flm0001391,Виктор Васнецов,,,
flm0001392,Новости дня № 33 1952 г.,,,
flm0001393,Международная встреча велосипедистов,,,
flm0001394,Советский спорт № 7 1952 г.,,,
flm0001395,Новости дня № 34 1952 г.,,,
flm0001396,Пахта-Ой,1952,,tt12819310
flm0001397,Akce B,1952,90,tt0168452
flm0001398,Новости дня № 35 1952 г.,,,
flm0001399,Under the Red Robe,1937,80,tt0029712
flm0001400,Велогонки Москва-Харьков-Москва,,,
flm0001401,Учитель танцев 1 серия,1952,146,tt0314811
flm0001402,Учитель танцев 2 серия,1952,146,tt0314811
flm0001403,Открытие Волго-донского судоходного канала имени В. И. Ленина,,,
flm0001404,Новости дня № 36 1952 г.,,,
flm0001405,Новости дня № 37 1952 г.,,,
flm0001406,Новости дня № 38 1952 г.,,,
flm0001407,Повесть об охоте,,,
flm0001408,Новости дня № 39 1952 г.,,,
flm0001409,Выставка в Бомбее,,,
flm0001410,Пионерия № 9 1952 г.,,,
flm0001411,Адыгейская автономная область,1951,,tt0175428
flm0001412,Навстречу жизни,1952,81,tt0044956
flm0001413,"Правда - хорошо, а счастье лучше",1952,138,tt0239829
flm0001414,Новости дня № 40 1952 г.,,,
flm0001415,Пионерия № 10 1952 г.,,,
flm0001416,Советский спорт № 8 1952 г.,,,
flm0001417,Художник Василий Верещагин,,,
flm0001418,Новости дня № 41 1952 г.,,,
flm0001419,Min zhu qing nian jin xing qu,1951,100,tt0347543
flm0001420,Советская Кабарда,,,
flm0001421,Наука и техника № 9 1952 г.,,,
flm0001422,Всесоюзная художественная выставка 1951 г.,,,
flm0001423,Utro nad rodinata,1951,82,tt0234958
flm0001424,Новости дня № 42 1952 г.,,,
flm0001425,Новости сельского хозяйства № 8 1952 г.,,,
flm0001426,Ruusu ja kulkuri,1948,91,tt0134071
flm0001427,Концерт мастеров искусств,1952,83,tt0044805
flm0001428,Новости дня № 44 1952 г.,,,
flm0001429,Композитор Глинка,1952,100,tt0044804
flm0001430,Дом авиации,,,
flm0001431,Новости дня № 45 1952 г.,,,
flm0001432,На дне 1 серия,1952,152,tt0044948
flm0001433,На дне 2 серия,1952,152,tt0044948
flm0001434,Разлом 1 серия,1952,153,tt0239883
flm0001435,Аленький цветочек,1952,42,tt0949326
flm0001436,Соревнования на первенство мира по волейболу,,,
flm0001437,Новости дня № 46 1952 г.,,,
flm0001438,Разлом 2 серия,1952,153,tt0239883
flm0001439,Prélude à la gloire,1950,95,tt0142782
flm0001440,Новости дня № 48 1952 г.,,,
flm0001441,Новости дня № 49 1952 г.,,,
flm0001442,"Майская ночь, или утопленница",1952,61,tt0046056
flm0001443,Новости дня № 50 1952 г.,,,
flm0001444,Волго-Дон,,,
flm0001445,Концерт мастеров украинского искусства,1952,78,tt0044806
flm0001446,Коми АССР,,,
flm0001447,Комсомольск,2002,78,tt0303311
flm0001448,Советский спорт № 10 1952 г.,,,
flm0001449,Новости дня № 51 1952 г.,,,
flm0001450,Фестиваль научно-популярных хроникально-документальных фильмов,,,
flm0001451,Ревизор,1952,132,tt0045084
flm0001452,35-ый Октябрь,,,
flm0001453,Новости дня № 53 1952 г.,,,
flm0001454,Новости дня № 54 1952 г.,,,
flm0001455,Наука и техника № 11 1952 г.,,,
flm0001456,Липецк,,,
flm0001457,Песни молодости,1951,,tt0237561
flm0001458,Новости дня № 55 1952 г.,,,
flm0001459,И. П. Павлов,,,
flm0001460,Самгори,,,
flm0001461,Урал,,,
flm0001462,Советский спорт № 11 1952 г.,,,
flm0001463,На воздушных путях,,,
flm0001464,Кемери,,,
flm0001465,По берегам нижней Волги,1952,,tt0239812
flm0001466,Сокровищница культуры,,,
flm0001467,В степях Украины,1952,,tt0173400
flm0001468,Новости сельского хозяйства № 9 1952 г.,,,
flm0001469,Enrico Caruso - Leggenda di una voce,1951,77,tt0043505
flm0001470,Пионерия № 14 1952 г.,,,
flm0001471,Новости дня № 57 1952 г.,,,
flm0001472,Забота родины,,,
flm0001473,На ледяной дорожке,,,
flm0001474,Живопись Маковского,,,
flm0001475,Новости дня № 56 1952 г.,,,
flm0001476,По Алтаю,,,
flm0001477,В Ясной поляне,1952,,tt0173400
flm0001478,Павлинка,1952,,tt0177098
flm0001479,Голос миролюбивого советского народа,,,
flm0001480,Новости дня № 58 1952 г.,,,
flm0001481,Олень и волк,1950,10,tt6053002
flm0001482,Охотничье ружье,1948,10,tt6071046
flm0001483,Новости сельского хозяйства № 9 1951 г.,,,
flm0001484,Новости сельского хозяйства № 12 1951 г.,,,
flm0001485,Новости дня № 59 1952 г.,,,
flm0001486,Наука и техника № 12 1952 г.,,,
flm0001487,Мультфильмы,,,
flm0001488,Наука и техника № 6 1952 г.,,,
flm0001489,Наука и техника №10 1950 г.,,,
flm0001490,Наука и техника №1 1951 г.,,,
flm0001491,Наука и техника №10 1951 г.,,,
flm0001492,Наука и техника №6 1952 г.,,,
flm0001493,Наука и техника №7 1952 г.,,,
flm0001494,Наука и техника №11 1952 г.,,,
flm0001495,Во льдах океана,1953,65,tt0045998
flm0001496,Новости дня № 59 1953 г.,,,
flm0001497,Наука и техника № 12 1953 г.,,,
flm0001498,Советский спорт № 12 1953 г.,,,
flm0001499,Пионерское лето,,,
flm0001500,Каштанка,1952,30,tt2964476
flm0001501,Новости дня № 58 1953 г.,,,
flm0001502,Садко,1953,79,tt0046264
flm0001503,Новости дня № 60 1953 г.,,,
flm0001504,Командное первенство СССР по боксу,,,
flm0001505,Пионерия № 15 1953 г.,,,
flm0001506,Наука и техника № 1 1953 г.,,,
flm0001507,Новости дня № 1 1953 г.,,,
flm0001508,Первенство Советского Союза по легкой атлетике,,,
flm0001509,Новости дня № 2 1953 г.,,,
flm0001510,Pierwsze dni,1952,101,tt0045032
flm0001511,Слон и муравей,1948,11,tt6344820
flm0001512,Когда зажигаются елки,1950,20,tt0211466
flm0001513,Международная ярмарка в Лейпциге,,,
flm0001514,Цветные мультипликации,,,
flm0001515,Sein großer Sieg,1952,88,tt0045134
flm0001516,Оборона Царицына,1951,93,tt4577512
flm0001517,Новости дня № 3 1953 г.,,,
flm0001518,Erkel,1952,126,tt0044595
flm0001519,Новости дня № 4 1953 г.,,,
flm0001520,В Заилийском Ала-Тау,,,
flm0001521,Советский спорт № 1 1953 г.,,,
flm0001522,Будущие мореходы,,,
flm0001523,Наука и техника № 2 1953 г.,,,
flm0001524,Новости дня № 5 1953 г.,,,
flm0001525,Молодые моряки,,,
flm0001526,Русский хрусталь,,,
flm0001527,Нефтяники Башкирии,,,
flm0001528,Планеристы,,,
flm0001529,Мастера спортивной гимнастики,,,
flm0001530,Международные соревнования конькобежцев,,,
flm0001531,Мультипликации,,,
flm0001532,Новости дня № 6 1953 г.,,,
flm0001533,Максимка,1953,67,tt0044891
flm0001534,Албания,1953,,tt0211910
flm0001535,Молот,,,
flm0001536,Ren min de zhan shi,1951,91,tt13358428
flm0001537,Новости дня № 7 1953 г.,,,
flm0001538,Пионерия № 1 1953 г.,,,
flm0001539,Новости сельского хозяйства № 10 1953 г.,,,
flm0001540,Горячее сердце 1 серия,1953,179,tt0045833
flm0001541,Сражающийся Вьетнам,,,
flm0001542,Новости дня № 8 1953 г.,,,
flm0001543,Новости сельского хозяйства № 11 1953 г.,,,
flm0001544,Горячее сердце 2 серия,1953,179,tt0045833
flm0001545,Captain Blood,1935,119,tt0026174
flm0001546,Новости дня № 9 1953 г.,,,
flm0001547,Новости сельского хозяйства № 12 1953 г.,,,
flm0001548,В Никитском ботаническом саду,,,
flm0001549,,1951,82,tt0234958
flm0001550,Любовь Яровая 1 серия,1953,155,tt0046019
flm0001551,Любовь Яровая 2 серия,1953,155,tt0046019
flm0001552,Новости дня № 11 1953 г.,,,
flm0001553,Возвращение Василия Бортникова,1953,102,tt0045301
flm0001554,Мастера фигурного катания,,,
flm0001555,Встреча друзей,,,
flm0001556,Неразлучные друзья,1953,78,tt0046682
flm0001557,Твои книжки,1953,21,tt0175262
flm0001558,Голос народов мира,,,
flm0001559,Снегурочка,1952,67,tt0045160
flm0001560,Весна в Москве,1953,108,tt0171886
flm0001561,На Памире,,,
flm0001562,Mitrea Cocor,1952,110,tt0044910
flm0001563,The Adventures of Robin Hood,2001,7,tt0298433
flm0001564,Нахлебник,1953,100,tt0046119
flm0001565,Советские конькобежцы - чемпионы мира,,,
flm0001566,Советский спорт № 3 1953 г.,,,
flm0001567,Zítra se bude tancit vsude,1952,120,tt0295760
flm0001568,В мире пчел,,,
flm0001569,Новости дня № 17 1953 г.,,,
flm0001570,Únos,1953,113,tt0045280
flm0001571,По Иртышу,,,
flm0001572,У подножья Машука,,,
flm0001573,Адмирал Ушаков,1953,108,tt0045473
flm0001574,Новости дня № 18 1953 г.,,,
flm0001575,Новости дня № 19 1953 г.,,,
flm0001576,Спортсмены Грузии,,,
flm0001577,Беловежская пуща,,,
flm0001578,Наука и техника № 3 1953 г.,,,
flm0001579,Советский спорт № 4 1953 г.,,,
flm0001580,Пионерия № 4 1955 г.,,,
flm0001581,Кто первый,1950,10,tt6118508
flm0001582,Первый урок,1948,10,tt6016586
flm0001583,Новости дня № 20 1953 г.,,,
flm0001584,Лес 1 серия,1953,170,tt0045994
flm0001585,Лес 2 серия,1953,170,tt0045994
flm0001586,Císaruv pekar - Pekaruv císar,1952,110,tt0043411
flm0001587,По Хабаровскому краю,,,
flm0001588,Vihar,1952,115,tt0044193
flm0001589,Новости дня № 21 1953 г.,,,
flm0001590,Новости дня № 22 1953 г.,,,
flm0001591,Lúdas Matyi,1950,101,tt0041608
flm0001592,Новости дня № 23 1953 г.,,,
flm0001593,Спорт и здоровье,,,
flm0001594,Джамбул,1952,85,tt0044576
flm0001595,Новости дня № 24 1953 г.,,,
flm0001596,Новости дня № 25 1953 г.,,,
flm0001597,Ruy Blas,1948,93,tt0039792
flm0001598,Новости дня № 26 1953 г.,,,
flm0001599,Веселые путешественники,,,
flm0001600,Чук и Гек,1953,47,tt0045627
flm0001601,Счастливое детство,1953,,tt0239952
flm0001602,Случай на зимовке,,,
flm0001603,Покорители вершин,1952,89,tt0264929
flm0001604,Белинский,1953,102,tt0043329
flm0001605,Кето и Котэ,1948,89,tt0045957
flm0001606,Новости дня № 27 1953 г.,,,
flm0001607,Советский спорт № 5 1953 г.,,,
flm0001608,Пионерия № 5 1953 г.,,,
flm0001609,Земляника,,,
flm0001610,Новости дня № 28 1953 г.,,,
flm0001611,Советские женщины,,,
flm0001612,Наука и техника № 6 1953 г.,,,
flm0001613,Поют жаворонки,1953,78,tt5229498
flm0001614,Новости дня № 29 1953 г.,,,
flm0001615,У самого синего моря,1936,71,tt0028436
flm0001616,Állami áruház,1953,96,tt0045355
flm0001617,Новости дня № 30 1953 г.,,,
flm0001618,Наука и техника № 7 1953 г.,,,
flm0001619,Новости сельского хозяйства № 5 1953 г.,,,
flm0001620,Die Regimentstochter,1953,100,tt0359892
flm0001621,Новости дня № 31 1953 г.,,,
flm0001622,Киносборник мультипликаций,,,
flm0001623,Новости дня № 32 1953 г.,,,
flm0001624,Советский спорт № 6 1953 г.,,,
flm0001625,Новости дня № 33 1953 г.,,,
flm0001626,Новости сельского хозяйства № 6 1953 г.,,,
flm0001627,Механик Иван Кулибин,,,
flm0001628,Пионерия № 6 1953 г.,,,
flm0001629,На первенство Европы по баскетболу 1953 г.,,,
flm0001630,Новости сельского хозяйства № 7 1953 г.,,,
flm0001631,Друзья-товарищи,1951,20,tt6371972
flm0001632,Военно-грузинская дорога,,,
flm0001633,Лазурный берег,,,
flm0001634,Варвары,1953,179,tt0045542
flm0001635,Праздник св. Йоргена,1930,83,tt0021268
flm0001636,Метод Василия Колесова,,,
flm0001637,Цветик-семицветик,1948,20,tt2487736
flm0001638,Иван Николаевич Крамской,,,
flm0001639,Валидуб,1952,20,tt4076306
flm0001640,Новости дня № 34 1953 г.,,,
flm0001641,Новости дня № 35 1953 г.,,,
flm0001642,Желтый аист,1950,11,tt0146357
flm0001643,Полкан и шавка,1948,9,tt3790434
flm0001644,Коломенское,,,
flm0001645,На побережье ледовитого океана,,,
flm0001646,Лесные путешественники,1951,20,tt3246414
flm0001647,Северная Двина,,,
flm0001648,По Каме реке,,,
flm0001649,Делегации дружбы и мира,,,
flm0001650,Dovolená s Andelem,1953,76,tt0238949
flm0001651,Озеро Рица,,,
flm0001652,Новости дня № 36 1953 г.,,,
flm0001653,Варвары 2 серия,1953,179,tt0045542
flm0001654,Карпаты,,,
flm0001655,Павлиний хвост,1946,10,tt1794902
flm0001656,Сердце храбреца,1951,19,tt6970136
flm0001657,Крашеный лис,1953,11,tt6114970
flm0001658,Концерт мастеров искусств,1952,78,tt0044806
flm0001659,Арена смелых,1953,76,tt0045516
flm0001660,Наука и техника № 8 1953 г.,,,
flm0001661,Новости дня № 37 1953 г.,,,
flm0001662,Художник Перов,,,
flm0001663,Валентин Серов,,,
flm0001664,Артек,,,
flm0001665,Софиевка,,,
flm0001666,Уманский государственный заповедник,,,
flm0001667,Варвары 1 серия,1953,179,tt0045542
flm0001668,Pod igoto,1952,118,tt0234484
flm0001669,По дорогам трех республик,,,
flm0001670,Советский спорт № 7 1953 г.,,,
flm0001671,Пионерия № 7 1953 г.,,,
flm0001672,У озера Имандра,,,
flm0001673,Новости дня № 38 1953 г.,,,
flm0001674,Ils étaient cinq,1951,89,tt0157793
flm0001675,Новости дня № 39 1953 г.,,,
flm0001676,Новости дня № 40 1953 г.,,,
flm0001677,Канин-Полуостров,,,
flm0001678,Новые цветные мультипликации,,,
flm0001679,Товарищеские встречи советских и шведских футболистов,,,
flm0001680,Товарищеские состязания футболистов Москвы и Чехословакии,,,
flm0001681,Пионерия № 8 1953 г.,,,
flm0001682,Римский-Корсаков,1953,88,tt0045089
flm0001683,На юге Китая,,,
flm0001684,Новости дня № 41 1953 г.,,,
flm0001685,Новости дня № 42 1953 г.,,,
flm0001686,Советский спорт № 8 1953 г.,,,
flm0001687,La chartreuse de Parme,1948,170,tt0040223
flm0001688,Лев Толстой,1954,,tt0047168
flm0001689,Новости дня № 43 1953 г.,,,
flm0001690,Новости дня № 44 1953 г.,,,
flm0001691,Три товарища,1935,77,tt0129455
flm0001692,Anna proletárka,1953,140,tt0149675
flm0001693,Над Неманом рассвет,1953,86,tt11574112
flm0001694,Новости дня № 46 1953 г.,,,
flm0001695,Звезда,1953,88,tt0195307
flm0001696,Sequoia,1934,71,tt0025763
flm0001697,Fury,1936,92,tt0027652
flm0001698,Новости дня № 47 1953 г.,,,
flm0001699,Новости дня № 48 1953 г.,,,
flm0001700,Новости дня № 49 1953 г.,,,
flm0001701,Корабли штурмуют бастионы,1953,94,tt0045973
flm0001702,На водных просторах,,,
flm0001703,Пионерия № 9 1953 г.,,,
flm0001704,Состязания футболистов СССР - Индия,,,
flm0001705,Новости дня № 50 1953 г.,,,
flm0001706,Советский спорт № 9 1953 г.,,,
flm0001707,Новости сельского хозяйства № 9 1953 г.,,,
flm0001708,Новости сельского хозяйства № 8 1953 г.,,,
flm0001709,Пионерия № 4 1953 г.,,,
flm0001710,Творцы новой жизни,,,
flm0001711,Новости дня № 45 1953 г.,,,
flm0001712,Black Legion,1937,83,tt0027367
flm0001713,Финская молодежь в СССР,,,
flm0001714,Новости дня № 51 1953 г.,,,
flm0001715,Haskovy povidky ze stareho mocnarstvi,1952,89,tt0044691
flm0001716,Серебристая пыль,1953,102,tt0169216
flm0001717,Мастера фарфора,,,
flm0001718,Новости дня № 52 1953 г.,,,
flm0001719,Озеро Селигер,,,
flm0001720,Наука и техника № 9 1953 г.,,,
flm0001721,Шелководство в СССР,,,
flm0001722,Наука и техника № 10 1953 г.,,,
flm0001723,Гусь-Хрустальный,,,
flm0001724,Художник Павлов,,,
flm0001725,В Домбайской долине,,,
flm0001726,Новости дня № 53 1953 г.,,,
flm0001727,Художник Поленов,,,
flm0001728,Колхоз высоких урожаев,,,
flm0001729,Новости дня № 54 1953 г.,,,
flm0001730,Новости дня № 55 1953 г.,,,
flm0001731,Живой пример,,,
flm0001732,Песни родной стороны,,,
flm0001733,Алеша Птицын вырабатывает характер,1953,73,tt0312346
flm0001734,Застава в горах,1953,99,tt0212630
flm0001735,Новости дня № 56 1953 г.,,,
flm0001736,Встреча футболистов СССР - Румыния,,,
flm0001737,Международные встречи футболистов СССР - Австрия,,,
flm0001738,Советский спорт № 10 1953 г.,,,
flm0001739,Пионерия № 10 1953 г.,,,
flm0001740,Новости дня № 57 1953 г.,,,
flm0001741,The Sea Hawk,1940,127,tt0033028
flm0001742,Васса Железнова,1953,110,tt0046494
flm0001743,Franz Schubert,1953,110,tt0193175
flm0001744,Состязания футболистов СССР - Венгрия,,,
flm0001745,Финские футболисты в СССР,,,
flm0001746,Китайская выставка в Москве,,,
flm0001747,Наука и техника № 11 1953 г.,,,
flm0001748,Das Herz einer Frau,1951,95,tt0196611
flm0001749,Советские лыжники,,,
flm0001750,На окраинах Москвы,,,
flm0001751,Новости дня № 61 1953 г.,,,
flm0001752,Живая вода,,,
flm0001753,В центре Азии,,,
flm0001754,Советский спорт № 11 1953 г.,,,
flm0001755,Новости дня № 62 1953 г.,,,
flm0001756,Свадьба с приданым,1953,105,tt0212541
flm0001757,Пионерия № 11 1953 г.,,,
flm0001758,Новости дня № 63 1953 г.,,,
flm0001759,Беззаконие,1954,14,tt4164348
flm0001760,Завтрак у предводителя,1953,,tt0046566
flm0001761,Тарапунька и Штепсель под облаками,,,
flm0001762,Ifjú szívvel,1953,111,tt0172583
flm0001763,Слуга двух господ,1953,108,tt0240001
flm0001764,На полях Подмосковья,,,
flm0001765,Новые культуры,,,
flm0001766,Новости дня № 64 1953 г.,,,
flm0001767,Новые культуры на полях Подмосковья,,,
flm0001768,Соревнования горнолыжников,,,
flm0001769,Non c'è pace tra gli ulivi,1950,107,tt0042794
flm0001770,Новости дня № 65 1953 г.,,,
flm0001771,Повесть о нефтяниках Каспия,1954,52,tt0046836
flm0001772,Сеанс гипноза,,,
